Player,Season,2015/16(*),2016/17(*),2017/18(*),2018/19(*),2019/20(*),2020/21(*),2021/22(*),2022/23(*),2023/24(*)
Obi Toppin,2021,,,,,,,5903339.0,,
Obi Toppin,2022,,,,,,,,5670717.0,
Obi Toppin,2023,,,,,,,,,7005156.0
Ochai Agbaji,2022,,,,,,,,4154590.0,
Ochai Agbaji,2023,,,,,,,,,4236449.0
Okaro White,2016,,405392.0,,,,,,,
Okaro White,2017,,,1873758.0,,,,,,
Okaro White,2018,,,,308985.0,,,,,
Olivier Sarr,2021,,,,,,,258257.0,,
Olivier Sarr,2022,,,,,,,,272887.0,
Olivier Sarr,2023,,,,,,,,,576415.0
Olivier-Maxence Prosper,2023,,,,,,,,,2814949.0
Omari Johnson,2017,,,218673.0,,,,,,
Omari Moore,2023,,,,,,,,,77228.0
Omari Spellman,2018,,,,2022926.0,,,,,
Omari Spellman,2019,,,,,2327767.0,,,,
Omari Spellman,2020,,,,,,2423099.0,,,
Omer Asik,2015,12129862.0,,,,,,,,
Omer Asik,2016,,12910838.0,,,,,,,
Omer Asik,2017,,,13589609.0,,,,,,
Omer Asik,2018,,,,14071809.0,,,,,
Omer Yurtseven,2021,,,,,,,1721876.0,,
Omer Yurtseven,2022,,,,,,,,1858301.0,
Omer Yurtseven,2023,,,,,,,,,2883199.0
Omri Casspi,2015,3733934.0,,,,,,,,
Omri Casspi,2016,,4105509.0,,,,,,,
Omri Casspi,2017,,,2701721.0,,,,,,
Omri Casspi,2018,,,,2713318.0,,,,,
Onuralp Bitim,2023,,,,,,,,,514856.0
Onyeka Okongwu,2020,,,,,,7085033.0,,,
Onyeka Okongwu,2021,,,,,,,7058669.0,,
Onyeka Okongwu,2022,,,,,,,,6780711.0,
Onyeka Okongwu,2023,,,,,,,,,8350015.0
Orlando Johnson,2015,146718.0,,,,,,,,
Orlando Robinson,2022,,,,,,,,409328.0,
Orlando Robinson,2023,,,,,,,,,1855306.0
Oscar Tshiebwe,2023,,,,,,,,,576415.0
Oshae Brissett,2019,,,,,158923.0,,,,
Oshae Brissett,2020,,,,,,1530058.0,,,
Oshae Brissett,2021,,,,,,,1967632.0,,
Oshae Brissett,2022,,,,,,,,1958074.0,
Oshae Brissett,2023,,,,,,,,,2229330.0
Otto Porter,2015,6138944.0,,,,,,,,
Otto Porter,2016,,7683000.0,,,,,,,
Otto Porter,2017,,,31773737.0,,,,,,
Otto Porter,2018,,,,32431148.0,,,,,
Otto Porter,2019,,,,,33424492.0,,,,
Otto Porter,2020,,,,,,34719592.0,,,
Otto Porter,2021,,,,,,,2763255.0,,
Otto Porter,2022,,,,,,,,6361728.0,
Otto Porter,2023,,,,,,,,,6487198.0
Ousmane Dieng,2022,,,,,,,,4845346.0,
Ousmane Dieng,2023,,,,,,,,,4941020.0
PJ Dozier,2017,,,99079.0,,,,,,
PJ Dozier,2018,,,,96313.0,,,,,
PJ Dozier,2019,,,,,224601.0,,,,
PJ Dozier,2020,,,,,,2148304.0,,,
PJ Dozier,2021,,,,,,,2209618.0,,
PJ Dozier,2022,,,,,,,,831959.0,
PJ Hairston,2015,1581736.0,,,,,,,,
PJ Tucker,2015,7240936.0,,,,,,,,
PJ Tucker,2016,,6908726.0,,,,,,,
PJ Tucker,2017,,,9734846.0,,,,,,
PJ Tucker,2018,,,,9923796.0,,,,,
PJ Tucker,2019,,,,,10240605.0,,,,
PJ Tucker,2020,,,,,,9712406.0,,,
PJ Tucker,2021,,,,,,,8094432.0,,
PJ Tucker,2022,,,,,,,,11122421.0,
PJ Tucker,2023,,,,,,,,,11341784.0
PJ Washington,2019,,,,,4699985.0,,,,
PJ Washington,2020,,,,,,4903526.0,,,
PJ Washington,2021,,,,,,,4874143.0,,
PJ Washington,2022,,,,,,,,6158613.0,
PJ Washington,2023,,,,,,,,,17348441.0
Pablo Prigioni,2015,1871251.0,,,,,,,,
Pablo Prigioni,2016,,1369962.0,,,,,,,
Paolo Banchero,2022,,,,,,,,11721611.0,
Paolo Banchero,2023,,,,,,,,,11953002.0
Paris Bass,2021,,,,,,,122979.0,,
Pascal Siakam,2016,,1559078.0,,,,,,,
Pascal Siakam,2017,,,1683531.0,,,,,,
Pascal Siakam,2018,,,,1926214.0,,,,,
Pascal Siakam,2019,,,,,2884672.0,,,,
Pascal Siakam,2020,,,,,,37242235.0,,,
Pascal Siakam,2021,,,,,,,38164020.0,,
Pascal Siakam,2022,,,,,,,,37585801.0,
Pascal Siakam,2023,,,,,,,,,39019371.0
Pat Connaughton,2015,822956.0,,,,,,,,
Pat Connaughton,2016,,1140117.0,,,,,,,
Pat Connaughton,2017,,,1887168.0,,,,,,
Pat Connaughton,2018,,,,2045966.0,,,,,
Pat Connaughton,2019,,,,,2113425.0,,,,
Pat Connaughton,2020,,,,,,6018231.0,,,
Pat Connaughton,2021,,,,,,,6167187.0,,
Pat Connaughton,2022,,,,,,,,6073746.0,
Pat Connaughton,2023,,,,,,,,,9703889.0
Pat Spencer,2023,,,,,,,,,175574.0
Patricio Garino,2016,,172024.0,,,,,,,
Patrick Baldwin,2022,,,,,,,,2360201.0,
Patrick Baldwin,2023,,,,,,,,,2407182.0
Patrick Beverley,2015,8539678.0,,,,,,,,
Patrick Beverley,2016,,7821200.0,,,,,,,
Patrick Beverley,2017,,,7071536.0,,,,,,
Patrick Beverley,2018,,,,6267601.0,,,,,
Patrick Beverley,2019,,,,,15142728.0,,,,
Patrick Beverley,2020,,,,,,16249218.0,,,
Patrick Beverley,2021,,,,,,,16560038.0,,
Patrick Beverley,2022,,,,,,,,14633685.0,
Patrick Beverley,2023,,,,,,,,,3291427.0
Patrick McCaw,2016,,708432.0,,,,,,,
Patrick McCaw,2017,,,1683531.0,,,,,,
Patrick McCaw,2018,,,,1202025.0,,,,,
Patrick McCaw,2019,,,,,4906243.0,,,,
Patrick McCaw,2020,,,,,,4874765.0,,,
Patrick Mills,2015,4212908.0,,,,,,,,
Patrick Mills,2016,,4171306.0,,,,,,,
Patrick Mills,2017,,,13741955.0,,,,,,
Patrick Mills,2018,,,,14427033.0,,,,,
Patrick Mills,2019,,,,,15551040.0,,,,
Patrick Mills,2020,,,,,,16495858.0,,,
Patrick Mills,2021,,,,,,,6810886.0,,
Patrick Mills,2022,,,,,,,,6869606.0,
Patrick Mills,2023,,,,,,,,,7761742.0
Patrick Patterson,2015,8252922.0,,,,,,,,
Patrick Patterson,2016,,7886376.0,,,,,,,
Patrick Patterson,2017,,,6659168.0,,,,,,
Patrick Patterson,2018,,,,6796949.0,,,,,
Patrick Patterson,2019,,,,,2859840.0,,,,
Patrick Patterson,2020,,,,,,4649028.0,,,
Patrick Patterson,2021,,,,,,,852305.0,,
Patrick Williams,2020,,,,,,8614149.0,,,
Patrick Williams,2021,,,,,,,8582411.0,,
Patrick Williams,2022,,,,,,,,8244163.0,
Patrick Williams,2023,,,,,,,,,10128144.0
Pau Gasol,2015,9806544.0,,,,,,,,
Pau Gasol,2016,,20204766.0,,,,,,,
Pau Gasol,2017,,,20521320.0,,,,,,
Pau Gasol,2018,,,,21361447.0,,,,,
Paul George,2015,22249421.0,,,,,,,,
Paul George,2016,,23593953.0,,,,,,,
Paul George,2017,,,24753842.0,,,,,,
Paul George,2018,,,,38102488.0,,,,,
Paul George,2019,,,,,40483325.0,,,,
Paul George,2020,,,,,,43203114.0,,,
Paul George,2021,,,,,,,45496459.0,,
Paul George,2022,,,,,,,,45054279.0,
Paul George,2023,,,,,,,,,46996232.0
Paul Millsap,2015,24581870.0,,,,,,,,
Paul Millsap,2016,,26164564.0,,,,,,,
Paul Millsap,2017,,,39464077.0,,,,,,
Paul Millsap,2018,,,,36444356.0,,,,,
Paul Millsap,2019,,,,,37226124.0,,,,
Paul Millsap,2020,,,,,,12308783.0,,,
Paul Millsap,2021,,,,,,,3054712.0,,
Paul Pierce,2015,4444618.0,,,,,,,,
Paul Pierce,2016,,4598761.0,,,,,,,
Paul Pierce,2017,,,4719698.0,,,,,,
Paul Reed,2020,,,,,,742339.0,,,
Paul Reed,2021,,,,,,,1755313.0,,
Paul Reed,2022,,,,,,,,1890091.0,
Paul Reed,2023,,,,,,,,,7952480.0
Paul Watson,2019,,,,,97595.0,,,,
Paul Watson,2020,,,,,,1761858.0,,,
Paul Watson,2021,,,,,,,350491.0,,
Paul Zipser,2016,,977650.0,,,,,,,
Paul Zipser,2017,,,1683531.0,,,,,,
Payton Pritchard,2020,,,,,,2481012.0,,,
Payton Pritchard,2021,,,,,,,2471623.0,,
Payton Pritchard,2022,,,,,,,,2374196.0,
Payton Pritchard,2023,,,,,,,,,4157240.0
Perry Jones,2015,2683367.0,,,,,,,,
Pete Nance,2023,,,,,,,,,251768.0
Petr Cornelie,2021,,,,,,,252108.0,,
Peyton Watson,2022,,,,,,,,2326229.0,
Peyton Watson,2023,,,,,,,,,2371966.0
Phil Pressey,2015,1335151.0,,,,,,,,
Phil Pressey,2016,,45623.0,,,,,,,
Pierre Jackson,2015,987400.0,,,,,,,,
Pierre Jackson,2016,,250030.0,,,,,,,
Precious Achiuwa,2020,,,,,,3146856.0,,,
Precious Achiuwa,2021,,,,,,,3135181.0,,
Precious Achiuwa,2022,,,,,,,,3011387.0,
Precious Achiuwa,2023,,,,,,,,,4509659.0
Prince Ibeh,2016,,100697.0,,,,,,,
Quentin Grimes,2021,,,,,,,2507701.0,,
Quentin Grimes,2022,,,,,,,,2414275.0,
Quentin Grimes,2023,,,,,,,,,2456609.0
Quenton Jackson,2022,,,,,,,,232870.0,
Quenton Jackson,2023,,,,,,,,,139134.0
Quincy Acy,2015,1291977.0,,,,,,,,
Quincy Acy,2016,,3865633.0,,,,,,,
Quincy Acy,2017,,,2192623.0,,,,,,
Quincy Acy,2018,,,,266746.0,,,,,
Quincy Ford,2016,,97765.0,,,,,,,
Quincy Miller,2015,65826.0,,,,,,,,
Quincy Pondexter,2015,4452547.0,,,,,,,,
Quincy Pondexter,2016,,4716154.0,,,,,,,
Quincy Pondexter,2017,,,4942984.0,,,,,,
Quincy Pondexter,2018,,,,2699879.0,,,,,
Quinn Cook,2016,,125013.0,,,,,,,
Quinn Cook,2017,,,243474.0,,,,,,
Quinn Cook,2018,,,,1926214.0,,,,,
Quinn Cook,2019,,,,,3679682.0,,,,
Quinn Cook,2020,,,,,,2415018.0,,,
Quinndary Weatherspoon,2019,,,,,97595.0,,,,
Quinndary Weatherspoon,2020,,,,,,547332.0,,,
Quinndary Weatherspoon,2021,,,,,,,400664.0,,
RJ Barrett,2019,,,,,9616188.0,,,,
RJ Barrett,2020,,,,,,10031975.0,,,
RJ Barrett,2021,,,,,,,9972248.0,,
RJ Barrett,2022,,,,,,,,11557811.0,
RJ Barrett,2023,,,,,,,,,24593615.0
RJ Hampton,2020,,,,,,2673175.0,,,
RJ Hampton,2021,,,,,,,2663114.0,,
RJ Hampton,2022,,,,,,,,3072971.0,
RJ Hampton,2023,,,,,,,,,700238.0
RJ Hunter,2015,1512223.0,,,,,,,,
RJ Hunter,2016,,2118553.0,,,,,,,
RJ Hunter,2017,,,99079.0,,,,,,
RJ Hunter,2018,,,,96313.0,,,,,
RJ Nembhard,2021,,,,,,,568779.0,,
Rade Zagorac,2017,,,1218453.0,,,,,,
Rade Zagorac,2018,,,,1718365.0,,,,,
RaiQuan Gray,2022,,,,,,,,6201.0,
RaiQuan Gray,2023,,,,,,,,,145760.0
Rajon Rondo,2015,12507071.0,,,,,,,,
Rajon Rondo,2016,,18249466.0,,,,,,,
Rajon Rondo,2017,,,8080269.0,,,,,,
Rajon Rondo,2018,,,,11221025.0,,,,,
Rajon Rondo,2019,,,,,3145825.0,,,,
Rajon Rondo,2020,,,,,,9140185.0,,,
Rajon Rondo,2021,,,,,,,8672605.0,,
Rakeem Christmas,2015,1325783.0,,,,,,,,
Rakeem Christmas,2016,,1371762.0,,,,,,,
Ramon Sessions,2015,2857490.0,,,,,,,,
Ramon Sessions,2016,,7821200.0,,,,,,,
Ramon Sessions,2017,,,3830384.0,,,,,,
Randy Foye,2015,4127333.0,,,,,,,,
Randy Foye,2016,,3258833.0,,,,,,,
Rashad Vaughn,2015,2281605.0,,,,,,,,
Rashad Vaughn,2016,,2360751.0,,,,,,,
Rashad Vaughn,2017,,,2999515.0,,,,,,
Rasual Butler,2015,1973730.0,,,,,,,,
Raul Neto,2015,1105888.0,,,,,,,,
Raul Neto,2016,,1144241.0,,,,,,,
Raul Neto,2017,,,1887168.0,,,,,,
Raul Neto,2018,,,,2618239.0,,,,,
Raul Neto,2019,,,,,2130714.0,,,,
Raul Neto,2020,,,,,,2294633.0,,,
Raul Neto,2021,,,,,,,2416128.0,,
Raul Neto,2022,,,,,,,,2612008.0,
Rawle Alkins,2018,,,,96313.0,,,,,
Ray McCallum,2015,1417587.0,,,,,,,,
Ray McCallum,2016,,155763.0,,,,,,,
Rayan Rupert,2023,,,,,,,,,1152829.0
Rayjon Tucker,2019,,,,,709655.0,,,,
Rayjon Tucker,2020,,,,,,845473.0,,,
Rayjon Tucker,2021,,,,,,,255134.0,,
Raymond Felton,2015,5977063.0,,,,,,,,
Raymond Felton,2016,,2022639.0,,,,,,,
Raymond Felton,2017,,,2986688.0,,,,,,
Raymond Felton,2018,,,,2984651.0,,,,,
Raymond Spalding,2018,,,,1275717.0,,,,,
Raymond Spalding,2019,,,,,97595.0,,,,
Raymond Spalding,2020,,,,,,352391.0,,,
Reggie Bullock,2015,1648826.0,,,,,,,,
Reggie Bullock,2016,,2940307.0,,,,,,,
Reggie Bullock,2017,,,3206456.0,,,,,,
Reggie Bullock,2018,,,,3116951.0,,,,,
Reggie Bullock,2019,,,,,4906243.0,,,,
Reggie Bullock,2020,,,,,,5118504.0,,,
Reggie Bullock,2021,,,,,,,11026930.0,,
Reggie Bullock,2022,,,,,,,,10616451.0,
Reggie Bullock,2023,,,,,,,,,14632779.0
Reggie Hearn,2017,,,99079.0,,,,,,
Reggie Jackson,2015,18316993.0,,,,,,,,
Reggie Jackson,2016,,19496325.0,,,,,,,
Reggie Jackson,2017,,,20521320.0,,,,,,
Reggie Jackson,2018,,,,21249477.0,,,,,
Reggie Jackson,2019,,,,,628883.0,,,,
Reggie Jackson,2020,,,,,,2841492.0,,,
Reggie Jackson,2021,,,,,,,12008090.0,,
Reggie Jackson,2022,,,,,,,,12147949.0,
Reggie Jackson,2023,,,,,,,,,5148569.0
Reggie Perry,2020,,,,,,596120.0,,,
Reggie Perry,2021,,,,,,,217706.0,,
Reggie Williams,2016,,251982.0,,,,,,,
Richard Jefferson,2015,1973730.0,,,,,,,,
Richard Jefferson,2016,,3258833.0,,,,,,,
Richard Jefferson,2017,,,6193144.0,,,,,,
Richard Solomon,2018,,,,59059.0,,,,,
Richaun Holmes,2015,1415273.0,,,,,,,,
Richaun Holmes,2016,,1334818.0,,,,,,,
Richaun Holmes,2017,,,1887168.0,,,,,,
Richaun Holmes,2018,,,,1995497.0,,,,,
Richaun Holmes,2019,,,,,5847016.0,,,,
Richaun Holmes,2020,,,,,,6099977.0,,,
Richaun Holmes,2021,,,,,,,12008090.0,,
Richaun Holmes,2022,,,,,,,,11891405.0,
Richaun Holmes,2023,,,,,,,,,12403955.0
Ricky Council,2023,,,,,,,,,1456154.0
Ricky Rubio,2015,16719979.0,,,,,,,,
Ricky Rubio,2016,,17467346.0,,,,,,,
Ricky Rubio,2017,,,18084413.0,,,,,,
Ricky Rubio,2018,,,,18452353.0,,,,,
Ricky Rubio,2019,,,,,19870287.0,,,,
Ricky Rubio,2020,,,,,,20717754.0,,,
Ricky Rubio,2021,,,,,,,20582986.0,,
Ricky Rubio,2022,,,,,,,,6206564.0,
Ricky Rubio,2023,,,,,,,,,3832932.0
Rob Edwards,2021,,,,,,,61489.0,,
Robbie Hummel,2016,,195530.0,,,,,,,
Robert Covington,2015,1316533.0,,,,,,,,
Robert Covington,2016,,1323993.0,,,,,,,
Robert Covington,2017,,,21416694.0,,,,,,
Robert Covington,2018,,,,13046427.0,,,,,
Robert Covington,2019,,,,,13861633.0,,,,
Robert Covington,2020,,,,,,14792897.0,,,
Robert Covington,2021,,,,,,,15004153.0,,
Robert Covington,2022,,,,,,,,13049698.0,
Robert Covington,2023,,,,,,,,,12039732.0
Robert Sacre,2015,1291991.0,,,,,,,,
Robert Williams,2018,,,,2065416.0,,,,,
Robert Williams,2019,,,,,2376486.0,,,,
Robert Williams,2020,,,,,,2473846.0,,,
Robert Williams,2021,,,,,,,4234516.0,,
Robert Williams,2022,,,,,,,,11360230.0,
Robert Williams,2023,,,,,,,,,11915262.0
Robert Woodard,2020,,,,,,1828037.0,,,
Robert Woodard,2021,,,,,,,1872143.0,,
Robert Woodard,2022,,,,,,,,318086.0,
Robin Lopez,2015,16654152.0,,,,,,,,
Robin Lopez,2016,,17231733.0,,,,,,,
Robin Lopez,2017,,,17684889.0,,,,,,
Robin Lopez,2018,,,,17900964.0,,,,,
Robin Lopez,2019,,,,,5847016.0,,,,
Robin Lopez,2020,,,,,,8896447.0,,,
Robin Lopez,2021,,,,,,,5781737.0,,
Robin Lopez,2022,,,,,,,,3081038.0,
Robin Lopez,2023,,,,,,,,,3291427.0
Rodions Kurucs,2018,,,,2107059.0,,,,,
Rodions Kurucs,2019,,,,,2084216.0,,,,
Rodions Kurucs,2020,,,,,,2169456.0,,,
Rodney Hood,2015,1775266.0,,,,,,,,
Rodney Hood,2016,,1833445.0,,,,,,,
Rodney Hood,2017,,,3061350.0,,,,,,
Rodney Hood,2018,,,,4329928.0,,,,,
Rodney Hood,2019,,,,,7013475.0,,,,
Rodney Hood,2020,,,,,,12244741.0,,,
Rodney Hood,2021,,,,,,,2589691.0,,
Rodney McGruder,2016,,708432.0,,,,,,,
Rodney McGruder,2017,,,1683531.0,,,,,,
Rodney McGruder,2018,,,,1926214.0,,,,,
Rodney McGruder,2019,,,,,5896928.0,,,,
Rodney McGruder,2020,,,,,,6327820.0,,,
Rodney McGruder,2021,,,,,,,2242562.0,,
Rodney McGruder,2022,,,,,,,,2436950.0,
Rodney Purvis,2017,,,212763.0,,,,,,
Rodney Stuckey,2015,9215736.0,,,,,,,,
Rodney Stuckey,2016,,9124733.0,,,,,,,
Romeo Langford,2019,,,,,4241938.0,,,,
Romeo Langford,2020,,,,,,4425312.0,,,
Romeo Langford,2021,,,,,,,4399162.0,,
Romeo Langford,2022,,,,,,,,5973935.0,
Ron Baker,2016,,708432.0,,,,,,,
Ron Baker,2017,,,5551017.0,,,,,,
Ron Baker,2018,,,,5857154.0,,,,,
Ron Harper Jr,2022,,,,,,,,539571.0,
Ron Harper Jr,2023,,,,,,,,,152385.0
Rondae Hollis-Jefferson,2015,1758204.0,,,,,,,,
Rondae Hollis-Jefferson,2016,,1819211.0,,,,,,,
Rondae Hollis-Jefferson,2017,,,1867081.0,,,,,,
Rondae Hollis-Jefferson,2018,,,,3079991.0,,,,,
Rondae Hollis-Jefferson,2019,,,,,3066402.0,,,,
Rondae Hollis-Jefferson,2020,,,,,,612949.0,,,
Ronnie Price,2015,1973730.0,,,,,,,,
Ronnie Price,2016,,4238082.0,,,,,,,
Ronnie Price,2017,,,3132650.0,,,,,,
Roy Hibbert,2015,20424746.0,,,,,,,,
Roy Hibbert,2016,,6517666.0,,,,,,,
Royce O'Neale,2017,,,1046093.0,,,,,,
Royce O'Neale,2018,,,,1718365.0,,,,,
Royce O'Neale,2019,,,,,1985213.0,,,,
Royce O'Neale,2020,,,,,,10358877.0,,,
Royce O'Neale,2021,,,,,,,10175858.0,,
Royce O'Neale,2022,,,,,,,,9754649.0,
Royce O'Neale,2023,,,,,,,,,9782282.0
Rudy Gay,2015,16329102.0,,,,,,,,
Rudy Gay,2016,,17380444.0,,,,,,,
Rudy Gay,2017,,,10781388.0,,,,,,
Rudy Gay,2018,,,,12576525.0,,,,,
Rudy Gay,2019,,,,,17785133.0,,,,
Rudy Gay,2020,,,,,,17671026.0,,,
Rudy Gay,2021,,,,,,,6810886.0,,
Rudy Gay,2022,,,,,,,,6557351.0,
Rudy Gay,2023,,,,,,,,,6671516.0
Rudy Gobert,2015,1548085.0,,,,,,,,
Rudy Gobert,2016,,2765168.0,,,,,,,
Rudy Gobert,2017,,,27222453.0,,,,,,
Rudy Gobert,2018,,,,29288837.0,,,,,
Rudy Gobert,2019,,,,,30981000.0,,,,
Rudy Gobert,2020,,,,,,33544824.0,,,
Rudy Gobert,2021,,,,,,,40870904.0,,
Rudy Gobert,2022,,,,,,,,40473752.0,
Rudy Gobert,2023,,,,,,,,,42218272.0
Rui Hachimura,2019,,,,,5481697.0,,,,
Rui Hachimura,2020,,,,,,5719123.0,,,
Rui Hachimura,2021,,,,,,,5684789.0,,
Rui Hachimura,2022,,,,,,,,6640783.0,
Rui Hachimura,2023,,,,,,,,,16208460.0
Russ Smith,2015,1112548.0,,,,,,,,
Russell Westbrook,2015,22044329.0,,,,,,,,
Russell Westbrook,2016,,34595905.0,,,,,,,
Russell Westbrook,2017,,,36296314.0,,,,,,
Russell Westbrook,2018,,,,44466430.0,,,,,
Russell Westbrook,2019,,,,,47230546.0,,,,
Russell Westbrook,2020,,,,,,50403633.0,,,
Russell Westbrook,2021,,,,,,,51123449.0,,
Russell Westbrook,2022,,,,,,,,49918548.0,
Russell Westbrook,2023,,,,,,,,,3949713.0
Ryan Anderson,2015,11190537.0,,,,,,,,
Ryan Anderson,2016,,24422171.0,,,,,,,
Ryan Anderson,2017,,,25110984.0,,,,,,
Ryan Anderson,2018,,,,25461187.0,,,,,
Ryan Anderson,2020,,,,,,6354967.0,,,
Ryan Anderson,2021,,,,,,,6029870.0,,
Ryan Arcidiacono,2016,,97765.0,,,,,,,
Ryan Arcidiacono,2017,,,99079.0,,,,,,
Ryan Arcidiacono,2018,,,,1682384.0,,,,,
Ryan Arcidiacono,2019,,,,,3679682.0,,,,
Ryan Arcidiacono,2020,,,,,,3656074.0,,,
Ryan Arcidiacono,2021,,,,,,,895853.0,,
Ryan Arcidiacono,2022,,,,,,,,1946784.0,
Ryan Arcidiacono,2023,,,,,,,,,2603356.0
Ryan Broekhoff,2018,,,,1045380.0,,,,,
Ryan Broekhoff,2019,,,,,1737855.0,,,,
Ryan Hollins,2015,810860.0,,,,,,,,
Ryan Kelly,2015,2270033.0,,,,,,,,
Ryan Kelly,2016,,929816.0,,,,,,,
Ryan Rollins,2022,,,,,,,,1079140.0,
Ryan Rollins,2023,,,,,,,,,1949854.0
Saben Lee,2020,,,,,,629863.0,,,
Saben Lee,2021,,,,,,,1721876.0,,
Saben Lee,2022,,,,,,,,2403289.0,
Saben Lee,2023,,,,,,,,,576415.0
Saddiq Bey,2020,,,,,,3278182.0,,,
Saddiq Bey,2021,,,,,,,3265895.0,,
Saddiq Bey,2022,,,,,,,,3137477.0,
Saddiq Bey,2023,,,,,,,,,4692389.0
Salah Mejri,2015,691302.0,,,,,,,,
Salah Mejri,2016,,1140117.0,,,,,,,
Salah Mejri,2017,,,1887168.0,,,,,,
Salah Mejri,2018,,,,2615990.0,,,,,
Sam Dekker,2015,2167541.0,,,,,,,,
Sam Dekker,2016,,2242807.0,,,,,,,
Sam Dekker,2017,,,2301722.0,,,,,,
Sam Dekker,2018,,,,3441231.0,,,,,
Sam Dekker,2021,,,,,,,404721.0,,
Sam Hauser,2021,,,,,,,716354.0,,
Sam Hauser,2022,,,,,,,,1736715.0,
Sam Hauser,2023,,,,,,,,,1985181.0
Sam Merrill,2020,,,,,,1094762.0,,,
Sam Merrill,2021,,,,,,,1755313.0,,
Sam Merrill,2022,,,,,,,,1172171.0,
Sam Merrill,2023,,,,,,,,,2056583.0
Samuel Dalembert,2015,1973730.0,,,,,,,,
Sandro Mamukelashvili,2021,,,,,,,534959.0,,
Sandro Mamukelashvili,2022,,,,,,,,1183400.0,
Sandro Mamukelashvili,2023,,,,,,,,,2079719.0
Santiago Aldama,2021,,,,,,,2306358.0,,
Santiago Aldama,2022,,,,,,,,2220370.0,
Santiago Aldama,2023,,,,,,,,,2259398.0
Sasha Kaun,2015,1679897.0,,,,,,,,
Sasha Kaun,2016,,1738157.0,,,,,,,
Sasha Vezenkov,2023,,,,,,,,,6529894.0
Sasha Vujacic,2015,1785412.0,,,,,,,,
Sasha Vujacic,2016,,1838761.0,,,,,,,
Scoot Henderson,2023,,,,,,,,,10061236.0
Scott Machado,2018,,,,95049.0,,,,,
Scott Wood,2016,,65176.0,,,,,,,
Scottie Barnes,2021,,,,,,,8418672.0,,
Scottie Barnes,2022,,,,,,,,8105477.0,
Scottie Barnes,2023,,,,,,,,,8246649.0
Scottie Lewis,2021,,,,,,,534959.0,,
Scottie Pippen Jr,2022,,,,,,,,539571.0,
Scottie Pippen Jr,2023,,,,,,,,,298145.0
Scottie Wilbekin,2015,263306.0,,,,,,,,
Scotty Hopson,2017,,,95113.0,,,,,,
Scotty Hopson,2018,,,,95049.0,,,,,
Scotty Hopson,2021,,,,,,,110928.0,,
Sean Chris Smith,2021,,,,,,,534959.0,,
Sean Kilpatrick,2015,422072.0,,,,,,,,
Sean Kilpatrick,2016,,1278024.0,,,,,,,
Sean Kilpatrick,2017,,,6123617.0,,,,,,
Sean McDermott,2020,,,,,,547332.0,,,
Sekou Doumbouya,2019,,,,,4029399.0,,,,
Sekou Doumbouya,2020,,,,,,4203754.0,,,
Sekou Doumbouya,2021,,,,,,,4393114.0,,
Semaj Christon,2016,,708432.0,,,,,,,
Semi Ojeleye,2017,,,1656958.0,,,,,,
Semi Ojeleye,2018,,,,1718365.0,,,,,
Semi Ojeleye,2019,,,,,1985213.0,,,,
Semi Ojeleye,2020,,,,,,2136305.0,,,
Semi Ojeleye,2021,,,,,,,2069001.0,,
Serge Ibaka,2015,16127539.0,,,,,,,,
Serge Ibaka,2016,,15968283.0,,,,,,,
Serge Ibaka,2017,,,25730822.0,,,,,,
Serge Ibaka,2018,,,,27013580.0,,,,,
Serge Ibaka,2019,,,,,28544040.0,,,,
Serge Ibaka,2020,,,,,,11282645.0,,,
Serge Ibaka,2021,,,,,,,11240738.0,,
Serge Ibaka,2022,,,,,,,,3081038.0,
Sergey Karasev,2015,2106243.0,,,,,,,,
Sergio Rodriguez,2016,,8864026.0,,,,,,,
Seth Curry,2015,1247120.0,,,,,,,,
Seth Curry,2016,,3777639.0,,,,,,,
Seth Curry,2017,,,3884185.0,,,,,,
Seth Curry,2018,,,,3484751.0,,,,,
Seth Curry,2019,,,,,9151837.0,,,,
Seth Curry,2020,,,,,,9547776.0,,,
Seth Curry,2021,,,,,,,9490743.0,,
Seth Curry,2022,,,,,,,,9008899.0,
Seth Curry,2023,,,,,,,,,4118855.0
Seth Lundy,2023,,,,,,,,,576415.0
Shabazz Muhammad,2015,2708004.0,,,,,,,,
Shabazz Muhammad,2016,,3970952.0,,,,,,,
Shabazz Muhammad,2017,,,2468656.0,,,,,,
Shabazz Napier,2015,1704174.0,,,,,,,,
Shabazz Napier,2016,,1759926.0,,,,,,,
Shabazz Napier,2017,,,3028637.0,,,,,,
Shabazz Napier,2018,,,,2421774.0,,,,,
Shabazz Napier,2019,,,,,2263374.0,,,,
Shaedon Sharpe,2022,,,,,,,,6375469.0,
Shaedon Sharpe,2023,,,,,,,,,6501408.0
Shai Gilgeous-Alexander,2018,,,,4208333.0,,,,,
Shai Gilgeous-Alexander,2019,,,,,4848497.0,,,,
Shai Gilgeous-Alexander,2020,,,,,,5046991.0,,,
Shai Gilgeous-Alexander,2021,,,,,,,6354744.0,,
Shai Gilgeous-Alexander,2022,,,,,,,,32777478.0,
Shai Gilgeous-Alexander,2023,,,,,,,,,34378905.0
Shake Milton,2018,,,,96313.0,,,,,
Shake Milton,2019,,,,,1773235.0,,,,
Shake Milton,2020,,,,,,2073716.0,,,
Shake Milton,2021,,,,,,,2135470.0,,
